timestamp,protocol,src_ip,src_port,dst_ip,dst_port,prediction
2024-07-06 16:46:34.055748,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.055749,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.055811,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.055817,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.055818,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.055819,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.055820,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.055821,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.055862,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.055864,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.055865,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.055866,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.055925,UDP,192.168.1.2,46296,142.250.187.195,443,1.0
2024-07-06 16:46:34.056036,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056043,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056044,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056103,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056110,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056111,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056112,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056113,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056156,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056158,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056159,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056160,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056289,UDP,192.168.1.2,46296,142.250.187.195,443,1.0
2024-07-06 16:46:34.056478,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056484,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056485,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056620,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056632,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
2024-07-06 16:46:34.056633,UDP,142.250.187.195,443,192.168.1.2,46296,0.0
