src_ip,dst_ip,src_port,dst_port,protocol,signature,label,timestamp,removed_at
192.168.1.44,239.255.255.250,60240,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,51086,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,62412,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,55459,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,63568,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,59110,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,60240,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,51086,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,62412,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,55459,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,63568,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,59110,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,239.255.255.250,43671,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,239.255.255.250,43671,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,239.255.255.250,43671,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,61117,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,53866,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,62819,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,63185,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,64028,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,60768,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,53866,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,62819,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,61117,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,63185,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,64028,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,60768,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,61117,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,62819,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,53866,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,63185,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,64028,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,60768,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,239.255.255.250,44808,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,239.255.255.250,44808,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,239.255.255.250,44808,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,192.168.1.2,53,161,UDP,PROTOCOL-SNMP request udp,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,192.168.1.2,53,161,UDP,SERVER-OTHER Bay/Nortel Nautica Marlin,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,192.168.1.2,53,162,UDP,PROTOCOL-SNMP trap udp,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,60255,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,61479,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,63134,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,50349,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,50429,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,57319,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,60255,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,61479,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,63134,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,50349,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,50429,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,57319,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,60255,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,61479,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,63134,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,50349,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,50429,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,57319,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,239.255.255.250,32910,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,239.255.255.250,32910,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,239.255.255.250,32910,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP SYN packet and URG set attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP packet with urgent flag attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP packet with urgent flag attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP SYN packet and URG set attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP packet with urgent flag attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP packet with urgent flag attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,58976,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,57234,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,64198,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,49780,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,54333,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,61162,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,58976,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,57234,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,64198,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,49780,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,54333,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,61162,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,58976,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,57234,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,64198,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,49780,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.44,239.255.255.250,54333,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.25,239.255.255.250,61162,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,239.255.255.250,55180,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,239.255.255.250,55180,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
192.168.1.12,239.255.255.250,55180,1900,UDP,INDICATOR-SCAN UPnP service discover attempt,0.0,2024-07-07 13:52:16,2024-07-07 13:52:16
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.2,34.117.188.166,36173,443,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
151.101.192.81,192.168.1.2,443,56118,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
151.101.192.81,192.168.1.2,443,56118,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
151.101.192.81,192.168.1.2,443,56118,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
151.101.192.81,192.168.1.2,443,56118,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.2,151.101.192.81,56118,443,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.2,151.101.192.81,56118,443,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.2,151.101.192.81,56118,443,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
151.101.192.81,192.168.1.2,443,56118,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.2,151.101.192.81,56118,443,UDP,,0.0,2024-07-07 14:02:27,2024-07-07 14:02:27
192.168.1.12,192.168.1.50,48992,161,TCP,PROTOCOL-SNMP request tcp,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.50,52282,162,TCP,PROTOCOL-SNMP trap tcp,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.50,41728,162,TCP,PROTOCOL-SNMP trap tcp,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.2,53,161,UDP,PROTOCOL-SNMP request udp,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.2,53,161,UDP,SERVER-OTHER Bay/Nortel Nautica Marlin,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.2,53,162,UDP,PROTOCOL-SNMP trap udp,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP SYN packet and URG set attempt,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP SYN packet and URG set attempt,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:31:40,2024-07-07 14:31:40
192.168.1.12,192.168.1.50,48992,161,TCP,PROTOCOL-SNMP request tcp,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.50,52282,162,TCP,PROTOCOL-SNMP trap tcp,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.50,41728,162,TCP,PROTOCOL-SNMP trap tcp,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.2,53,161,UDP,PROTOCOL-SNMP request udp,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.2,53,161,UDP,SERVER-OTHER Bay/Nortel Nautica Marlin,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.2,53,162,UDP,PROTOCOL-SNMP trap udp,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP SYN packet and URG set attempt,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP SYN packet and URG set attempt,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:32:29,2024-07-07 14:32:29
192.168.1.12,192.168.1.50,48992,161,TCP,PROTOCOL-SNMP request tcp,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.50,52282,162,TCP,PROTOCOL-SNMP trap tcp,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.50,41728,162,TCP,PROTOCOL-SNMP trap tcp,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.2,53,161,UDP,PROTOCOL-SNMP request udp,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.2,53,161,UDP,SERVER-OTHER Bay/Nortel Nautica Marlin,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.2,53,162,UDP,PROTOCOL-SNMP trap udp,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP SYN packet and URG set attempt,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP SYN packet and URG set attempt,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:34:59,2024-07-07 14:34:59
192.168.1.12,192.168.1.50,48992,161,TCP,PROTOCOL-SNMP request tcp,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
192.168.1.12,192.168.1.50,52282,162,TCP,PROTOCOL-SNMP trap tcp,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
192.168.1.12,192.168.1.50,41728,162,TCP,PROTOCOL-SNMP trap tcp,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
192.168.1.12,192.168.1.2,53,161,UDP,PROTOCOL-SNMP request udp,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
192.168.1.12,192.168.1.2,53,161,UDP,SERVER-OTHER Bay/Nortel Nautica Marlin,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
192.168.1.12,192.168.1.2,53,162,UDP,PROTOCOL-SNMP trap udp,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP SYN packet and URG set attempt,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP SYN packet and URG set attempt,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
192.168.1.12,192.168.1.2,33433,8080,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP FIN packet and URG set attempt,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
192.168.1.12,192.168.1.2,33437,21,TCP,POLICY-OTHER TCP packet with urgent flag attempt,1.0,2024-07-07 14:36:44,2024-07-07 14:36:44
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
34.117.188.166,192.168.1.2,443,36173,UDP,,0.0,2024-07-07 14:38:28,2024-07-07 14:38:28
